message_id,student_key,course_week,channel,message_text,message_category
MSG0225,SYN012,7,course_chat,"I wanted to ask about the concept map; we are not sure what should be returned as group work. I tried once more before asking. Also, I do not understand what this metric actually tells us.?",project_group
MSG0226,SYN016,2,course_chat,I wanted to ask about the upload; I cannot tell which date in the instructions is the actual due date. I tried once more before asking.,submission_deadline
MSG0227,SYN004,4,course_chat,The result looks strange to me and I do not know what to change. we are trying to combine everyone's work into one result,project_group
MSG0228,SYN004,5,discussion,The result looks strange to me and I do not know what to change.,course_content
MSG0229,SYN038,4,course_chat,The result looks strange to me and I do not know what to change. the page stops loading when I try to continue,technical_problem
MSG0230,SYN011,4,discussion,I am stuck with this week's task and need some clarification. the page stops loading when I try to continue,technical_problem
MSG0231,SYN016,7,discussion,I have a question about the upload; I want to make sure I submit the correct version before the deadline. pls clarify it?,submission_deadline
MSG0232,SYN016,6,course_chat,I need help with the quiz because something is not right. I want to understand when this method is appropriate,course_content
MSG0233,SYN033,2,help_request,I have a question about the notebook; I am not sure whether I can send it after the stated time. I tried once more before asking.,submission_deadline
MSG0234,SYN018,3,help_request,"I NEED HELP WITH THE PROJECT; I WOULD LIKE ANOTHER EXAMPLE BEFORE CONTINUING. I CHECKED THE INSTRUCTIONS FIRST. ALSO, I WANT TO UNDERSTAND THE FEEDBACK BEFORE I TRY AGAIN.?",course_content
MSG0235,SYN028,7,course_chat,Can you help me with the weekly task; the formula makes sense but the interpretation does not. I may have misunderstood something.,course_content
MSG0236,SYN003,4,course_chat,I have a question about the result; the score was different from what I expected. This is for this week's work.,assessment_feedback
MSG0237,SYN024,5,discussion,I am working on Edge-LMS; the formula makes sense but the interpretation does not. I may have misunderstood something.,course_content
MSG0238,SYN006,7,help_request,"I am not sure about the upload; I am checking whether Monday morning is already too late. I may have misunderstood something. Also, I am unsure why we split the data this way.",submission_deadline
MSG0239,SYN002,2,help_request,I have a question about the result; I want to check whether the feedback refers to my latest attempt. I'm trying to finish this before Monday.,assessment_feedback
MSG0240,SYN009,4,course_chat,I need help with Edge-LMS; it worked earlier but now I cannot access it. I checked the instructions first.,technical_problem
MSG0241,SYN035,5,help_request,I am working on the course material; I am checking whether Monday morning is already too late.,submission_deadline
MSG0242,SYN012,7,help_request,pls check the upload; the browser shows the page but the action will not complete. I may have misunderstood something.,technical_problem
MSG0243,SYN014,5,course_chat,I'm not sure about the result; the formula makes sense but the interpretation does not. Could you clarify it?,course_content
MSG0244,SYN012,6,help_request,I wanted to ask about the weekly task; I am not sure whether I can send it after the stated time. I may have misunderstood something.,submission_deadline
MSG0245,SYN007,7,course_chat,I am working on Edge-LMS; I get an unexpected message on the screen. Could you clarify it?,technical_problem
MSG0246,SYN004,6,discussion,"Can you help me with the regression exercise; one member cannot attend and we need to reorganize the task. Could you clarify it? Also, it worked earlier but now I cannot access it.?",project_group
MSG0247,SYN025,7,help_request,I am stuck with this week's task and need some clarification.,project_group
MSG0248,SYN003,2,discussion,Something came up with the quiz; I am not sure how this result was calculated. Could you clarify it?,assessment_feedback
MSG0249,SYN033,3,course_chat,"Can you help me with the quiz; I thought the work was complete but the result suggests otherwise. I checked the instructions first. Also, I want to understand when this method is appropriate.",assessment_feedback
MSG0250,SYN036,2,course_chat,I need help with the concept map; we have different ideas about what the project question should be. I checked the instructions first.,project_group
